Seed,Cost,Gamma,Acc,Sen,Spe,MCC,F1,AUC
124,256,0.00390625,1,1,1,1,1,1
640,128,0.00390625,0.985915493,0.888888889,1,0.935296499,0.941176471,0.944444444
456,256,0.00390625,1,1,1,1,1,1
970,256,0.00390625,1,1,1,1,1,1
950,128,0.00390625,0.985915493,0.888888889,1,0.935296499,0.941176471,0.944444444
880,256,0.00390625,1,1,1,1,1,1
