"","Seed","Cost","Gamma","Acc","Sen","Spe","MCC","F1","AUC"
"1",131,8,4,0.657534246575342,0.224489795918367,0.876288659793814,0.130627655596171,0.305555555555556,0.550389227856091
"2",124,8,4,0.657534246575342,0.224489795918367,0.876288659793814,0.130627655596171,0.305555555555556,0.550389227856091
"3",451,32,2,0.732876712328767,0.510204081632653,0.845360824742268,0.37646089393666,0.561797752808989,0.677782453187461
"4",689,32,2,0.732876712328767,0.510204081632653,0.845360824742268,0.37646089393666,0.561797752808989,0.677782453187461
"5",320,32,2,0.732876712328767,0.510204081632653,0.845360824742268,0.37646089393666,0.561797752808989,0.677782453187461
"6",420,32,2,0.732876712328767,0.510204081632653,0.845360824742268,0.37646089393666,0.561797752808989,0.677782453187461
"7",987,16,2,0.732876712328767,0.510204081632653,0.845360824742268,0.37646089393666,0.561797752808989,0.677782453187461
"8",150,8,4,0.657534246575342,0.224489795918367,0.876288659793814,0.130627655596171,0.305555555555556,0.550389227856091
"9",489,8,4,0.657534246575342,0.224489795918367,0.876288659793814,0.130627655596171,0.305555555555556,0.550389227856091
"10",143,8,4,0.657534246575342,0.224489795918367,0.876288659793814,0.130627655596171,0.305555555555556,0.550389227856091
"11",323,8,4,0.657534246575342,0.224489795918367,0.876288659793814,0.130627655596171,0.305555555555556,0.550389227856091
"12",550,8,4,0.657534246575342,0.224489795918367,0.876288659793814,0.130627655596171,0.305555555555556,0.550389227856091
"13",740,8,4,0.657534246575342,0.224489795918367,0.876288659793814,0.130627655596171,0.305555555555556,0.550389227856091
"14",430,8,4,0.657534246575342,0.224489795918367,0.876288659793814,0.130627655596171,0.305555555555556,0.550389227856091
"15",303,8,4,0.657534246575342,0.224489795918367,0.876288659793814,0.130627655596171,0.305555555555556,0.550389227856091
"16",264,8,4,0.657534246575342,0.224489795918367,0.876288659793814,0.130627655596171,0.305555555555556,0.550389227856091
"17",456,8,4,0.657534246575342,0.224489795918367,0.876288659793814,0.130627655596171,0.305555555555556,0.550389227856091
"18",970,8,4,0.657534246575342,0.224489795918367,0.876288659793814,0.130627655596171,0.305555555555556,0.550389227856091
"19",950,8,4,0.657534246575342,0.224489795918367,0.876288659793814,0.130627655596171,0.305555555555556,0.550389227856091
"20",880,8,4,0.657534246575342,0.224489795918367,0.876288659793814,0.130627655596171,0.305555555555556,0.550389227856091
