"","Seed","Cost","Gamma","Acc","Sen","Spe","MCC","F1","AUC"
"1",131,4,0.25,0.705479452054795,0.591836734693878,0.762886597938144,0.349790543713925,0.574257425742574,0.677361666316011
"2",124,4,0.5,0.698630136986301,0.571428571428571,0.762886597938144,0.331125860084126,0.56,0.667157584683358
"3",451,4,0.25,0.705479452054795,0.591836734693878,0.762886597938144,0.349790543713925,0.574257425742574,0.677361666316011
"4",689,4,0.5,0.698630136986301,0.571428571428571,0.762886597938144,0.331125860084126,0.56,0.667157584683358
"5",320,4,0.25,0.705479452054795,0.591836734693878,0.762886597938144,0.349790543713925,0.574257425742574,0.677361666316011
"6",420,4,0.25,0.705479452054795,0.591836734693878,0.762886597938144,0.349790543713925,0.574257425742574,0.677361666316011
"7",987,4,0.5,0.698630136986301,0.571428571428571,0.762886597938144,0.331125860084126,0.56,0.667157584683358
"8",150,4,0.25,0.705479452054795,0.591836734693878,0.762886597938144,0.349790543713925,0.574257425742574,0.677361666316011
"9",489,4,0.25,0.705479452054795,0.591836734693878,0.762886597938144,0.349790543713925,0.574257425742574,0.677361666316011
"10",143,4,0.25,0.705479452054795,0.591836734693878,0.762886597938144,0.349790543713925,0.574257425742574,0.677361666316011
"11",323,4,0.5,0.698630136986301,0.571428571428571,0.762886597938144,0.331125860084126,0.56,0.667157584683358
"12",550,4,0.25,0.705479452054795,0.591836734693878,0.762886597938144,0.349790543713925,0.574257425742574,0.677361666316011
"13",740,4,0.25,0.705479452054795,0.591836734693878,0.762886597938144,0.349790543713925,0.574257425742574,0.677361666316011
"14",430,4,0.25,0.705479452054795,0.591836734693878,0.762886597938144,0.349790543713925,0.574257425742574,0.677361666316011
"15",303,4,0.25,0.705479452054795,0.591836734693878,0.762886597938144,0.349790543713925,0.574257425742574,0.677361666316011
"16",264,4,0.25,0.705479452054795,0.591836734693878,0.762886597938144,0.349790543713925,0.574257425742574,0.677361666316011
"17",456,4,0.25,0.705479452054795,0.591836734693878,0.762886597938144,0.349790543713925,0.574257425742574,0.677361666316011
"18",970,2,0.25,0.726027397260274,0.551020408163265,0.814432989690722,0.373722260895376,0.574468085106383,0.682726698926993
"19",950,4,0.25,0.705479452054795,0.591836734693878,0.762886597938144,0.349790543713925,0.574257425742574,0.677361666316011
"20",880,4,0.25,0.705479452054795,0.591836734693878,0.762886597938144,0.349790543713925,0.574257425742574,0.677361666316011
